panel,lane,concurrency,throughput_tps,artifact,baseline_throughput_tps,baseline_artifact,delta_percent,status,reason
panel-1,sengine-vanilla,16,949.4518846446613,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_20260922/glm4.7-flash/sengine-vanilla_sengine-snapkv_sengine-quest_sengine-omnikv-repoopt-full-r2-20260922/sengine-vanilla/bs16/performance.jsonl,1004.2093630631032,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs16/performance.jsonl,-5.452795047779391,success,
panel-1,sengine-vanilla,22,1067.608737469398,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_20260922/glm4.7-flash/sengine-vanilla_sengine-snapkv_sengine-quest_sengine-omnikv-repoopt-full-r2-20260922/sengine-vanilla/bs22/performance.jsonl,,,,skipped_by_policy,no_measured_baseline_at_same_concurrency
panel-1,sengine-snapkv,1,141.10526490102836,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_affinity0_20260922/glm4.7-flash/sengine-snapkv-repoopt-snapkv-affinity0-probes-20260922/sengine-snapkv/bs1/performance.jsonl,144.87935269223672,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs1/performance.jsonl,-2.604986646527574,success,
panel-1,sengine-snapkv,2,259.5620318364809,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_affinity0_20260922/glm4.7-flash/sengine-snapkv-repoopt-snapkv-affinity0-probes-20260922/sengine-snapkv/bs2/performance.jsonl,272.819251340896,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs2/performance.jsonl,-4.859341648089854,success,
panel-1,sengine-snapkv,4,517.7157294008387,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_affinity0_20260922/glm4.7-flash/sengine-snapkv-repoopt-snapkv-affinity0-probes-20260922/sengine-snapkv/bs4/performance.jsonl,466.2050765044429,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs4/performance.jsonl,11.048925782322506,success,
panel-1,sengine-snapkv,8,943.9503213938175,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_affinity0_20260922/glm4.7-flash/sengine-snapkv-repoopt-snapkv-affinity0-probes-20260922/sengine-snapkv/bs8/performance.jsonl,692.7383094921099,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs8/performance.jsonl,36.26362342886551,success,
panel-1,sengine-snapkv,16,1586.255107234424,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_affinity0_20260922/glm4.7-flash/sengine-snapkv-repoopt-snapkv-affinity0-probes-20260922/sengine-snapkv/bs16/performance.jsonl,1004.2093630631032,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs16/performance.jsonl,57.96059722007849,success,
panel-1,sengine-snapkv,32,2427.9870406962305,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_affinity0_20260922/glm4.7-flash/sengine-snapkv-repoopt-snapkv-affinity0-probes-20260922/sengine-snapkv/bs32/performance.jsonl,,,,skipped_by_policy,no_measured_baseline_at_same_concurrency
panel-1,sengine-snapkv,64,3268.0748804597156,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_affinity0_20260922/glm4.7-flash/sengine-snapkv-repoopt-snapkv-affinity0-probes-20260922/sengine-snapkv/bs64/performance.jsonl,,,,skipped_by_policy,no_measured_baseline_at_same_concurrency
panel-1,sengine-snapkv,71,2753.095251452647,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_affinity0_20260922/glm4.7-flash/sengine-snapkv-repoopt-snapkv-affinity0-bs71-20260922/sengine-snapkv/bs71/performance.jsonl,,,,skipped_by_policy,no_measured_baseline_at_same_concurrency
panel-1,sengine-quest,1,140.82962561888505,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_20260922/glm4.7-flash/sengine-vanilla_sengine-snapkv_sengine-quest_sengine-omnikv-repoopt-full-r2-20260922/sengine-quest/bs1/performance.jsonl,144.87935269223672,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs1/performance.jsonl,-2.7952410043923903,success,
panel-1,sengine-quest,2,268.1676661865944,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_20260922/glm4.7-flash/sengine-vanilla_sengine-snapkv_sengine-quest_sengine-omnikv-repoopt-full-r2-20260922/sengine-quest/bs2/performance.jsonl,272.819251340896,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs2/performance.jsonl,-1.70500620151961,success,
panel-1,sengine-quest,4,506.63909869629884,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_20260922/glm4.7-flash/sengine-vanilla_sengine-snapkv_sengine-quest_sengine-omnikv-repoopt-full-r2-20260922/sengine-quest/bs4/performance.jsonl,466.2050765044429,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs4/performance.jsonl,8.673011991852597,success,
panel-1,sengine-quest,8,885.4112657146106,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_20260922/glm4.7-flash/sengine-vanilla_sengine-snapkv_sengine-quest_sengine-omnikv-repoopt-full-r2-20260922/sengine-quest/bs8/performance.jsonl,692.7383094921099,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs8/performance.jsonl,27.81323821455195,success,
panel-1,sengine-quest,16,1451.6462850433545,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_20260922/glm4.7-flash/sengine-vanilla_sengine-snapkv_sengine-quest_sengine-omnikv-repoopt-full-r2-20260922/sengine-quest/bs16/performance.jsonl,1004.2093630631032,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs16/performance.jsonl,44.55613923131037,success,
panel-1,sengine-quest,20,1757.8934945749402,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_20260922/glm4.7-flash/sengine-vanilla_sengine-snapkv_sengine-quest_sengine-omnikv-repoopt-full-r2-20260922/sengine-quest/bs20/performance.jsonl,,,,skipped_by_policy,no_measured_baseline_at_same_concurrency
panel-1,sengine-omnikv,1,151.10595344363134,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_20260922/glm4.7-flash/sengine-vanilla_sengine-snapkv_sengine-quest_sengine-omnikv-repoopt-full-r2-20260922/sengine-omnikv/bs1/performance.jsonl,144.87935269223672,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs1/performance.jsonl,4.2977833871342686,success,
panel-1,sengine-omnikv,2,286.2790219301299,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_20260922/glm4.7-flash/sengine-vanilla_sengine-snapkv_sengine-quest_sengine-omnikv-repoopt-full-r2-20260922/sengine-omnikv/bs2/performance.jsonl,272.819251340896,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs2/performance.jsonl,4.933585340139901,success,
panel-1,sengine-omnikv,4,512.9473657822681,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_20260922/glm4.7-flash/sengine-vanilla_sengine-snapkv_sengine-quest_sengine-omnikv-repoopt-full-r2-20260922/sengine-omnikv/bs4/performance.jsonl,466.2050765044429,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs4/performance.jsonl,10.026121900751072,success,
panel-1,sengine-omnikv,8,941.1579510570295,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_20260922/glm4.7-flash/sengine-vanilla_sengine-snapkv_sengine-quest_sengine-omnikv-repoopt-full-r2-20260922/sengine-omnikv/bs8/performance.jsonl,692.7383094921099,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs8/performance.jsonl,35.86053177094417,success,
panel-1,sengine-omnikv,16,1432.2799816539944,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_20260922/glm4.7-flash/sengine-vanilla_sengine-snapkv_sengine-quest_sengine-omnikv-repoopt-full-r2-20260922/sengine-omnikv/bs16/performance.jsonl,1004.2093630631032,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs16/performance.jsonl,42.62762670178289,success,
panel-1,sengine-omnikv,22,1681.3200797466682,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_repoopt_20260922/glm4.7-flash/sengine-vanilla_sengine-snapkv_sengine-quest_sengine-omnikv-repoopt-full-r2-20260922/sengine-omnikv/bs22/performance.jsonl,,,,skipped_by_policy,no_measured_baseline_at_same_concurrency
panel-1,vortex-quest,1,91.47409481359566,/data2/haojitai/outputs/Sparse-vLLM/vortex_glm_tp2_fix_20260910/vortex32/glm4.7-flash/vortex-quest-tp-local-v1/vortex-quest/bs1/performance.jsonl,144.87935269223672,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs1/performance.jsonl,-36.86188327476062,success,
panel-1,vortex-quest,2,174.14374800288408,/data2/haojitai/outputs/Sparse-vLLM/vortex_glm_tp2_fix_20260910/vortex32/glm4.7-flash/vortex-quest-tp-local-v1/vortex-quest/bs2/performance.jsonl,272.819251340896,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs2/performance.jsonl,-36.16881977830585,success,
panel-1,vortex-quest,4,317.5621461944181,/data2/haojitai/outputs/Sparse-vLLM/vortex_glm_tp2_fix_20260910/vortex32/glm4.7-flash/vortex-quest-tp-local-v1/vortex-quest/bs4/performance.jsonl,466.2050765044429,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs4/performance.jsonl,-31.88359325139357,success,
panel-1,vortex-quest,8,590.3467168429199,/data2/haojitai/outputs/Sparse-vLLM/vortex_glm_tp2_fix_20260910/vortex32/glm4.7-flash/vortex-quest-tp-local-v1/vortex-quest/bs8/performance.jsonl,692.7383094921099,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs8/performance.jsonl,-14.78070308025259,success,
panel-1,vortex-quest,16,952.213390366391,/data2/haojitai/outputs/Sparse-vLLM/vortex_glm_tp2_fix_20260910/vortex32/glm4.7-flash/vortex-quest-tp-local-v1/vortex-quest/bs16/performance.jsonl,1004.2093630631032,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs16/performance.jsonl,-5.177802021095557,success,
panel-1,vortex-quest,23,1222.8729954206635,/data2/haojitai/outputs/Sparse-vLLM/vortex_glm_tp2_fix_20260910/vortex32/glm4.7-flash/vortex-quest-tp-local-v1/vortex-quest/bs23/performance.jsonl,897.7751811746139,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_32k2k_20260910/glm4.7-flash/svllm-vanilla_vllm-vanilla_svllm-snapkv-glm-gpu67-remaining/vllm-vanilla/bs23/performance.jsonl,36.2114949335873,success,
